Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2024-01-01 00:00:00,USA,Pacificorp West,US-NW-PACW,171.47,222.86,66.01,60.91,eia.gov,false,
2024-01-01 01:00:00,USA,Pacificorp West,US-NW-PACW,170.95,221.16,66.75,61.78,eia.gov,false,
2024-01-01 02:00:00,USA,Pacificorp West,US-NW-PACW,174.04,224.66,66.15,61.22,eia.gov,false,
2024-01-01 03:00:00,USA,Pacificorp West,US-NW-PACW,195.86,248.75,62.73,57.92,eia.gov,false,
2024-01-01 04:00:00,USA,Pacificorp West,US-NW-PACW,197.38,250.66,62.34,57.48,eia.gov,false,
2024-01-01 05:00:00,USA,Pacificorp West,US-NW-PACW,205.45,259.44,61.03,55.94,eia.gov,false,
2024-01-01 06:00:00,USA,Pacificorp West,US-NW-PACW,226.95,282.81,57.97,52.82,eia.gov,false,
2024-01-01 07:00:00,USA,Pacificorp West,US-NW-PACW,223.71,275.28,60.87,54.82,eia.gov,false,
2024-01-01 08:00:00,USA,Pacificorp West,US-NW-PACW,241.85,296.01,57.74,51.86,eia.gov,false,
2024-01-01 09:00:00,USA,Pacificorp West,US-NW-PACW,256.28,311.42,55.79,50.01,eia.gov,false,
2024-01-01 10:00:00,USA,Pacificorp West,US-NW-PACW,261.92,317.98,54.74,48.76,eia.gov,false,
2024-01-01 11:00:00,USA,Pacificorp West,US-NW-PACW,258.93,314.91,55.16,49.23,eia.gov,false,
2024-01-01 12:00:00,USA,Pacificorp West,US-NW-PACW,259.83,315.47,55.26,49.51,eia.gov,false,
2024-01-01 13:00:00,USA,Pacificorp West,US-NW-PACW,247.72,301.48,57.39,51.38,eia.gov,false,
2024-01-01 14:00:00,USA,Pacificorp West,US-NW-PACW,233.12,285.08,59.74,53.68,eia.gov,false,
2024-01-01 15:00:00,USA,Pacificorp West,US-NW-PACW,242.39,295.71,58.3,52.81,eia.gov,false,
2024-01-01 16:00:00,USA,Pacificorp West,US-NW-PACW,235.29,289.32,59.0,53.79,eia.gov,false,
2024-01-01 17:00:00,USA,Pacificorp West,US-NW-PACW,228.22,282.78,59.83,55.35,eia.gov,false,
2024-01-01 18:00:00,USA,Pacificorp West,US-NW-PACW,217.57,271.06,61.32,56.65,eia.gov,false,
2024-01-01 19:00:00,USA,Pacificorp West,US-NW-PACW,208.39,260.14,63.09,58.08,eia.gov,false,
2024-01-01 20:00:00,USA,Pacificorp West,US-NW-PACW,202.62,253.69,63.9,58.63,eia.gov,false,
2024-01-01 21:00:00,USA,Pacificorp West,US-NW-PACW,187.71,237.17,66.22,60.91,eia.gov,false,
2024-01-01 22:00:00,USA,Pacificorp West,US-NW-PACW,185.56,235.04,66.45,61.1,eia.gov,false,
2024-01-01 23:00:00,USA,Pacificorp West,US-NW-PACW,201.66,252.59,63.95,58.22,eia.gov,false,
2024-01-02 00:00:00,USA,Pacificorp West,US-NW-PACW,151.39,198.05,71.23,65.27,eia.gov,false,
2024-01-02 01:00:00,USA,Pacificorp West,US-NW-PACW,150.14,196.08,71.87,66.16,eia.gov,false,
2024-01-02 02:00:00,USA,Pacificorp West,US-NW-PACW,150.78,196.79,71.73,65.94,eia.gov,false,
2024-01-02 03:00:00,USA,Pacificorp West,US-NW-PACW,159.23,206.47,70.17,64.46,eia.gov,false,
2024-01-02 04:00:00,USA,Pacificorp West,US-NW-PACW,162.96,211.42,69.04,63.37,eia.gov,false,
2024-01-02 05:00:00,USA,Pacificorp West,US-NW-PACW,176.94,227.55,66.43,60.54,eia.gov,false,
2024-01-02 06:00:00,USA,Pacificorp West,US-NW-PACW,198.32,251.77,62.74,56.67,eia.gov,false,
2024-01-02 07:00:00,USA,Pacificorp West,US-NW-PACW,223.72,280.02,58.71,52.48,eia.gov,false,
2024-01-02 08:00:00,USA,Pacificorp West,US-NW-PACW,219.92,277.34,58.24,51.69,eia.gov,false,
2024-01-02 09:00:00,USA,Pacificorp West,US-NW-PACW,212.55,269.59,59.06,52.37,eia.gov,false,
2024-01-02 10:00:00,USA,Pacificorp West,US-NW-PACW,221.74,279.6,57.69,51.03,eia.gov,false,
2024-01-02 11:00:00,USA,Pacificorp West,US-NW-PACW,225.89,284.18,57.01,50.34,eia.gov,false,
2024-01-02 12:00:00,USA,Pacificorp West,US-NW-PACW,215.74,272.51,58.93,52.64,eia.gov,false,
2024-01-02 13:00:00,USA,Pacificorp West,US-NW-PACW,170.75,220.74,67.09,60.88,eia.gov,false,
2024-01-02 14:00:00,USA,Pacificorp West,US-NW-PACW,147.65,194.92,70.87,64.66,eia.gov,false,
2024-01-02 15:00:00,USA,Pacificorp West,US-NW-PACW,163.09,211.52,68.9,63.26,eia.gov,false,
2024-01-02 16:00:00,USA,Pacificorp West,US-NW-PACW,178.07,227.71,66.88,61.5,eia.gov,false,
2024-01-02 17:00:00,USA,Pacificorp West,US-NW-PACW,183.87,234.11,66.11,60.79,eia.gov,false,
2024-01-02 18:00:00,USA,Pacificorp West,US-NW-PACW,204.94,257.0,63.27,58.16,eia.gov,false,
2024-01-02 19:00:00,USA,Pacificorp West,US-NW-PACW,201.92,253.68,63.76,59.0,eia.gov,false,
2024-01-02 20:00:00,USA,Pacificorp West,US-NW-PACW,199.46,251.56,63.7,58.93,eia.gov,false,
2024-01-02 21:00:00,USA,Pacificorp West,US-NW-PACW,205.62,258.36,62.73,57.86,eia.gov,false,
2024-01-02 22:00:00,USA,Pacificorp West,US-NW-PACW,218.39,273.0,60.47,55.78,eia.gov,false,
2024-01-02 23:00:00,USA,Pacificorp West,US-NW-PACW,198.27,251.43,63.08,58.08,eia.gov,false,
2024-01-03 00:00:00,USA,Pacificorp West,US-NW-PACW,158.18,206.72,69.46,64.36,eia.gov,false,
2024-01-03 01:00:00,USA,Pacificorp West,US-NW-PACW,147.48,194.52,71.35,66.5,eia.gov,false,
2024-01-03 02:00:00,USA,Pacificorp West,US-NW-PACW,146.77,193.85,71.36,66.52,eia.gov,false,
2024-01-03 03:00:00,USA,Pacificorp West,US-NW-PACW,153.89,201.72,70.22,65.39,eia.gov,false,
2024-01-03 04:00:00,USA,Pacificorp West,US-NW-PACW,158.95,207.36,69.39,64.3,eia.gov,false,
2024-01-03 05:00:00,USA,Pacificorp West,US-NW-PACW,173.67,223.58,67.05,61.55,eia.gov,false,
2024-01-03 06:00:00,USA,Pacificorp West,US-NW-PACW,189.53,241.22,64.35,58.58,eia.gov,false,
2024-01-03 07:00:00,USA,Pacificorp West,US-NW-PACW,195.91,247.9,63.58,57.63,eia.gov,false,
2024-01-03 08:00:00,USA,Pacificorp West,US-NW-PACW,190.86,238.72,66.69,59.28,eia.gov,false,
2024-01-03 09:00:00,USA,Pacificorp West,US-NW-PACW,194.97,243.72,65.74,57.91,eia.gov,false,
2024-01-03 10:00:00,USA,Pacificorp West,US-NW-PACW,207.43,257.32,63.91,56.38,eia.gov,false,
2024-01-03 11:00:00,USA,Pacificorp West,US-NW-PACW,217.57,269.04,62.11,54.49,eia.gov,false,
2024-01-03 12:00:00,USA,Pacificorp West,US-NW-PACW,202.11,252.5,64.34,56.92,eia.gov,false,
2024-01-03 13:00:00,USA,Pacificorp West,US-NW-PACW,150.82,196.15,72.22,64.56,eia.gov,false,
2024-01-03 14:00:00,USA,Pacificorp West,US-NW-PACW,114.78,156.43,77.82,70.56,eia.gov,false,
2024-01-03 15:00:00,USA,Pacificorp West,US-NW-PACW,135.01,178.13,75.14,68.57,eia.gov,false,
2024-01-03 16:00:00,USA,Pacificorp West,US-NW-PACW,138.56,182.12,74.56,67.78,eia.gov,false,
2024-01-03 17:00:00,USA,Pacificorp West,US-NW-PACW,132.05,175.14,75.38,67.96,eia.gov,false,
2024-01-03 18:00:00,USA,Pacificorp West,US-NW-PACW,127.34,169.86,76.13,68.62,eia.gov,false,
2024-01-03 19:00:00,USA,Pacificorp West,US-NW-PACW,132.43,175.51,75.29,67.46,eia.gov,false,
2024-01-03 20:00:00,USA,Pacificorp West,US-NW-PACW,142.25,186.0,74.0,66.44,eia.gov,false,
2024-01-03 21:00:00,USA,Pacificorp West,US-NW-PACW,146.97,191.07,73.28,65.65,eia.gov,false,
2024-01-03 22:00:00,USA,Pacificorp West,US-NW-PACW,151.47,196.25,72.53,65.37,eia.gov,false,
2024-01-03 23:00:00,USA,Pacificorp West,US-NW-PACW,137.8,180.93,74.64,67.87,eia.gov,false,
2024-01-04 00:00:00,USA,Pacificorp West,US-NW-PACW,100.51,138.08,81.07,74.22,eia.gov,false,
2024-01-04 01:00:00,USA,Pacificorp West,US-NW-PACW,96.42,132.51,82.15,75.82,eia.gov,false,
2024-01-04 02:00:00,USA,Pacificorp West,US-NW-PACW,93.65,128.6,82.91,76.5,eia.gov,false,
2024-01-04 03:00:00,USA,Pacificorp West,US-NW-PACW,91.93,126.07,83.4,76.81,eia.gov,false,
2024-01-04 04:00:00,USA,Pacificorp West,US-NW-PACW,109.12,145.16,80.71,74.38,eia.gov,false,
2024-01-04 05:00:00,USA,Pacificorp West,US-NW-PACW,118.14,155.35,79.18,73.04,eia.gov,false,
2024-01-04 06:00:00,USA,Pacificorp West,US-NW-PACW,147.52,187.9,74.44,68.26,eia.gov,false,
2024-01-04 07:00:00,USA,Pacificorp West,US-NW-PACW,158.71,200.38,72.37,66.13,eia.gov,false,
2024-01-04 08:00:00,USA,Pacificorp West,US-NW-PACW,154.19,196.05,72.32,66.21,eia.gov,false,
2024-01-04 09:00:00,USA,Pacificorp West,US-NW-PACW,153.62,194.85,72.68,66.56,eia.gov,false,
2024-01-04 10:00:00,USA,Pacificorp West,US-NW-PACW,158.21,200.6,71.49,65.53,eia.gov,false,
2024-01-04 11:00:00,USA,Pacificorp West,US-NW-PACW,153.41,197.09,70.88,65.26,eia.gov,false,
2024-01-04 12:00:00,USA,Pacificorp West,US-NW-PACW,150.92,195.3,70.61,65.45,eia.gov,false,
2024-01-04 13:00:00,USA,Pacificorp West,US-NW-PACW,122.85,163.4,75.44,70.3,eia.gov,false,
2024-01-04 14:00:00,USA,Pacificorp West,US-NW-PACW,103.42,142.45,78.51,73.33,eia.gov,false,
2024-01-04 15:00:00,USA,Pacificorp West,US-NW-PACW,106.71,146.21,78.09,73.22,eia.gov,false,
2024-01-04 16:00:00,USA,Pacificorp West,US-NW-PACW,135.51,179.15,73.09,68.24,eia.gov,false,
2024-01-04 17:00:00,USA,Pacificorp West,US-NW-PACW,140.95,185.77,72.15,66.97,eia.gov,false,
2024-01-04 18:00:00,USA,Pacificorp West,US-NW-PACW,158.03,206.14,69.02,63.78,eia.gov,false,
2024-01-04 19:00:00,USA,Pacificorp West,US-NW-PACW,163.48,212.43,68.11,62.91,eia.gov,false,
2024-01-04 20:00:00,USA,Pacificorp West,US-NW-PACW,160.73,208.62,68.74,63.82,eia.gov,false,
2024-01-04 21:00:00,USA,Pacificorp West,US-NW-PACW,163.81,212.35,68.08,63.02,eia.gov,false,
2024-01-04 22:00:00,USA,Pacificorp West,US-NW-PACW,170.19,219.98,66.84,61.79,eia.gov,false,
2024-01-04 23:00:00,USA,Pacificorp West,US-NW-PACW,152.82,200.29,69.77,64.59,eia.gov,false,
2024-01-05 00:00:00,USA,Pacificorp West,US-NW-PACW,108.33,147.91,78.37,72.86,eia.gov,false,
2024-01-05 01:00:00,USA,Pacificorp West,US-NW-PACW,106.89,147.05,77.81,72.79,eia.gov,false,
2024-01-05 02:00:00,USA,Pacificorp West,US-NW-PACW,125.4,169.52,73.15,69.06,eia.gov,false,
2024-01-05 03:00:00,USA,Pacificorp West,US-NW-PACW,110.8,151.13,76.57,72.4,eia.gov,false,
2024-01-05 04:00:00,USA,Pacificorp West,US-NW-PACW,122.03,164.79,73.84,70.1,eia.gov,false,
2024-01-05 05:00:00,USA,Pacificorp West,US-NW-PACW,130.2,174.26,72.14,68.55,eia.gov,false,
2024-01-05 06:00:00,USA,Pacificorp West,US-NW-PACW,152.98,199.48,68.64,65.26,eia.gov,false,
2024-01-05 07:00:00,USA,Pacificorp West,US-NW-PACW,150.73,196.6,68.96,65.46,eia.gov,false,
2024-01-05 08:00:00,USA,Pacificorp West,US-NW-PACW,157.9,204.67,68.01,64.87,eia.gov,false,
2024-01-05 09:00:00,USA,Pacificorp West,US-NW-PACW,165.08,212.47,66.76,63.28,eia.gov,false,
2024-01-05 10:00:00,USA,Pacificorp West,US-NW-PACW,174.68,223.19,65.33,61.98,eia.gov,false,
2024-01-05 11:00:00,USA,Pacificorp West,US-NW-PACW,179.82,229.28,64.4,61.12,eia.gov,false,
2024-01-05 12:00:00,USA,Pacificorp West,US-NW-PACW,154.04,200.24,68.9,65.6,eia.gov,false,
2024-01-05 13:00:00,USA,Pacificorp West,US-NW-PACW,141.89,187.21,70.62,67.08,eia.gov,false,
2024-01-05 14:00:00,USA,Pacificorp West,US-NW-PACW,121.8,163.42,74.93,71.05,eia.gov,false,
2024-01-05 15:00:00,USA,Pacificorp West,US-NW-PACW,123.96,166.09,74.5,71.0,eia.gov,false,
2024-01-05 16:00:00,USA,Pacificorp West,US-NW-PACW,131.41,173.65,73.96,70.69,eia.gov,false,
2024-01-05 17:00:00,USA,Pacificorp West,US-NW-PACW,143.19,186.88,72.31,69.65,eia.gov,false,
2024-01-05 18:00:00,USA,Pacificorp West,US-NW-PACW,147.96,192.89,70.99,68.21,eia.gov,false,
2024-01-05 19:00:00,USA,Pacificorp West,US-NW-PACW,153.05,198.66,69.99,67.1,eia.gov,false,
2024-01-05 20:00:00,USA,Pacificorp West,US-NW-PACW,160.96,206.41,69.38,66.65,eia.gov,false,
2024-01-05 21:00:00,USA,Pacificorp West,US-NW-PACW,161.96,207.97,68.99,66.47,eia.gov,false,
2024-01-05 22:00:00,USA,Pacificorp West,US-NW-PACW,160.37,207.06,68.68,66.2,eia.gov,false,
2024-01-05 23:00:00,USA,Pacificorp West,US-NW-PACW,161.27,208.32,68.16,65.2,eia.gov,false,
2024-01-06 00:00:00,USA,Pacificorp West,US-NW-PACW,134.31,178.72,72.12,68.8,eia.gov,false,
2024-01-06 01:00:00,USA,Pacificorp West,US-NW-PACW,128.23,171.75,73.45,69.85,eia.gov,false,
2024-01-06 02:00:00,USA,Pacificorp West,US-NW-PACW,132.56,176.12,73.06,69.41,eia.gov,false,
2024-01-06 03:00:00,USA,Pacificorp West,US-NW-PACW,144.18,189.6,70.94,67.2,eia.gov,false,
2024-01-06 04:00:00,USA,Pacificorp West,US-NW-PACW,140.33,185.52,71.27,67.68,eia.gov,false,
2024-01-06 05:00:00,USA,Pacificorp West,US-NW-PACW,147.68,194.03,69.86,66.23,eia.gov,false,
2024-01-06 06:00:00,USA,Pacificorp West,US-NW-PACW,161.93,209.79,67.58,63.94,eia.gov,false,
2024-01-06 07:00:00,USA,Pacificorp West,US-NW-PACW,168.17,217.41,66.16,62.67,eia.gov,false,
2024-01-06 08:00:00,USA,Pacificorp West,US-NW-PACW,189.77,241.32,62.81,59.54,eia.gov,false,
2024-01-06 09:00:00,USA,Pacificorp West,US-NW-PACW,176.78,227.4,64.35,60.83,eia.gov,false,
2024-01-06 10:00:00,USA,Pacificorp West,US-NW-PACW,162.19,210.21,66.91,63.65,eia.gov,false,
2024-01-06 11:00:00,USA,Pacificorp West,US-NW-PACW,165.71,214.21,66.31,63.45,eia.gov,false,
2024-01-06 12:00:00,USA,Pacificorp West,US-NW-PACW,167.57,216.36,66.14,63.52,eia.gov,false,
2024-01-06 13:00:00,USA,Pacificorp West,US-NW-PACW,137.65,182.96,70.66,67.31,eia.gov,false,
2024-01-06 14:00:00,USA,Pacificorp West,US-NW-PACW,124.51,167.22,73.51,70.12,eia.gov,false,
2024-01-06 15:00:00,USA,Pacificorp West,US-NW-PACW,145.18,190.38,70.39,67.57,eia.gov,false,
2024-01-06 16:00:00,USA,Pacificorp West,US-NW-PACW,160.37,206.87,68.56,65.93,eia.gov,false,
2024-01-06 17:00:00,USA,Pacificorp West,US-NW-PACW,160.7,206.47,68.84,65.77,eia.gov,false,
2024-01-06 18:00:00,USA,Pacificorp West,US-NW-PACW,148.34,191.98,71.14,68.24,eia.gov,false,
2024-01-06 19:00:00,USA,Pacificorp West,US-NW-PACW,151.57,196.05,70.24,67.38,eia.gov,false,
2024-01-06 20:00:00,USA,Pacificorp West,US-NW-PACW,157.52,202.96,69.23,66.53,eia.gov,false,
2024-01-06 21:00:00,USA,Pacificorp West,US-NW-PACW,144.19,189.25,70.81,68.35,eia.gov,false,
2024-01-06 22:00:00,USA,Pacificorp West,US-NW-PACW,142.49,187.91,70.8,68.42,eia.gov,false,
2024-01-06 23:00:00,USA,Pacificorp West,US-NW-PACW,141.74,187.09,70.83,68.32,eia.gov,false,
2024-01-07 00:00:00,USA,Pacificorp West,US-NW-PACW,138.83,183.78,71.26,68.47,eia.gov,false,
2024-01-07 01:00:00,USA,Pacificorp West,US-NW-PACW,134.28,178.33,72.29,69.27,eia.gov,false,
2024-01-07 02:00:00,USA,Pacificorp West,US-NW-PACW,137.04,181.62,71.75,68.73,eia.gov,false,
2024-01-07 03:00:00,USA,Pacificorp West,US-NW-PACW,144.79,190.26,70.55,67.88,eia.gov,false,
2024-01-07 04:00:00,USA,Pacificorp West,US-NW-PACW,159.03,206.07,68.41,65.95,eia.gov,false,
2024-01-07 05:00:00,USA,Pacificorp West,US-NW-PACW,171.53,220.19,66.18,63.63,eia.gov,false,
2024-01-07 06:00:00,USA,Pacificorp West,US-NW-PACW,174.15,224.07,65.29,63.1,eia.gov,false,
2024-01-07 07:00:00,USA,Pacificorp West,US-NW-PACW,171.24,220.95,65.66,63.15,eia.gov,false,
2024-01-07 08:00:00,USA,Pacificorp West,US-NW-PACW,172.96,223.19,64.9,61.43,eia.gov,false,
2024-01-07 09:00:00,USA,Pacificorp West,US-NW-PACW,172.76,223.72,64.46,60.6,eia.gov,false,
2024-01-07 10:00:00,USA,Pacificorp West,US-NW-PACW,173.39,225.03,64.1,60.05,eia.gov,false,
2024-01-07 11:00:00,USA,Pacificorp West,US-NW-PACW,175.45,228.04,63.46,58.99,eia.gov,false,
2024-01-07 12:00:00,USA,Pacificorp West,US-NW-PACW,176.85,230.16,63.3,59.14,eia.gov,false,
2024-01-07 13:00:00,USA,Pacificorp West,US-NW-PACW,175.49,228.72,63.42,58.72,eia.gov,false,
2024-01-07 14:00:00,USA,Pacificorp West,US-NW-PACW,154.86,205.73,66.75,61.65,eia.gov,false,
2024-01-07 15:00:00,USA,Pacificorp West,US-NW-PACW,147.02,196.36,68.49,63.43,eia.gov,false,
2024-01-07 16:00:00,USA,Pacificorp West,US-NW-PACW,150.66,201.09,67.81,62.78,eia.gov,false,
2024-01-07 17:00:00,USA,Pacificorp West,US-NW-PACW,141.8,191.3,69.43,64.74,eia.gov,false,
2024-01-07 18:00:00,USA,Pacificorp West,US-NW-PACW,143.94,193.51,69.37,65.01,eia.gov,false,
2024-01-07 19:00:00,USA,Pacificorp West,US-NW-PACW,146.31,195.73,69.11,64.83,eia.gov,false,
2024-01-07 20:00:00,USA,Pacificorp West,US-NW-PACW,149.97,199.58,68.72,64.46,eia.gov,false,
2024-01-07 21:00:00,USA,Pacificorp West,US-NW-PACW,143.28,193.26,69.15,64.67,eia.gov,false,
2024-01-07 22:00:00,USA,Pacificorp West,US-NW-PACW,136.25,186.78,69.43,64.55,eia.gov,false,
2024-01-07 23:00:00,USA,Pacificorp West,US-NW-PACW,143.88,194.86,68.53,63.58,eia.gov,false,
2024-01-08 00:00:00,USA,Pacificorp West,US-NW-PACW,146.6,197.27,68.44,63.48,eia.gov,false,
2024-01-08 01:00:00,USA,Pacificorp West,US-NW-PACW,155.59,206.12,67.78,62.79,eia.gov,false,
2024-01-08 02:00:00,USA,Pacificorp West,US-NW-PACW,150.69,200.51,68.64,63.99,eia.gov,false,
2024-01-08 03:00:00,USA,Pacificorp West,US-NW-PACW,146.24,195.64,69.25,64.64,eia.gov,false,
2024-01-08 04:00:00,USA,Pacificorp West,US-NW-PACW,158.28,208.92,67.43,63.06,eia.gov,false,
2024-01-08 05:00:00,USA,Pacificorp West,US-NW-PACW,184.71,238.54,63.01,58.24,eia.gov,false,
2024-01-08 06:00:00,USA,Pacificorp West,US-NW-PACW,206.52,265.26,57.84,53.43,eia.gov,false,
2024-01-08 07:00:00,USA,Pacificorp West,US-NW-PACW,221.95,282.57,55.34,51.01,eia.gov,false,
2024-01-08 08:00:00,USA,Pacificorp West,US-NW-PACW,215.07,275.23,56.23,51.98,eia.gov,false,
2024-01-08 09:00:00,USA,Pacificorp West,US-NW-PACW,220.84,282.06,55.09,50.68,eia.gov,false,
2024-01-08 10:00:00,USA,Pacificorp West,US-NW-PACW,221.5,283.21,54.87,50.28,eia.gov,false,
2024-01-08 11:00:00,USA,Pacificorp West,US-NW-PACW,205.68,265.73,57.24,52.75,eia.gov,false,
2024-01-08 12:00:00,USA,Pacificorp West,US-NW-PACW,198.28,259.03,57.49,52.06,eia.gov,false,
2024-01-08 13:00:00,USA,Pacificorp West,US-NW-PACW,162.14,218.18,63.86,58.94,eia.gov,false,
2024-01-08 14:00:00,USA,Pacificorp West,US-NW-PACW,138.89,191.58,68.12,63.13,eia.gov,false,
2024-01-08 15:00:00,USA,Pacificorp West,US-NW-PACW,150.92,203.15,67.17,62.84,eia.gov,false,
2024-01-08 16:00:00,USA,Pacificorp West,US-NW-PACW,173.4,228.58,63.19,58.59,eia.gov,false,
2024-01-08 17:00:00,USA,Pacificorp West,US-NW-PACW,167.74,222.04,64.32,59.75,eia.gov,false,
2024-01-08 18:00:00,USA,Pacificorp West,US-NW-PACW,171.0,225.92,63.7,59.13,eia.gov,false,
2024-01-08 19:00:00,USA,Pacificorp West,US-NW-PACW,180.99,237.11,62.28,57.63,eia.gov,false,
2024-01-08 20:00:00,USA,Pacificorp West,US-NW-PACW,200.93,259.99,59.05,54.22,eia.gov,false,
2024-01-08 21:00:00,USA,Pacificorp West,US-NW-PACW,216.89,277.75,56.64,51.78,eia.gov,false,
2024-01-08 22:00:00,USA,Pacificorp West,US-NW-PACW,218.72,279.67,56.27,51.58,eia.gov,false,
2024-01-08 23:00:00,USA,Pacificorp West,US-NW-PACW,206.47,266.73,57.58,52.99,eia.gov,false,
2024-01-09 00:00:00,USA,Pacificorp West,US-NW-PACW,181.47,238.48,61.75,57.69,eia.gov,false,
2024-01-09 01:00:00,USA,Pacificorp West,US-NW-PACW,181.96,237.74,62.42,58.69,eia.gov,false,
2024-01-09 02:00:00,USA,Pacificorp West,US-NW-PACW,185.8,241.51,61.99,58.36,eia.gov,false,
2024-01-09 03:00:00,USA,Pacificorp West,US-NW-PACW,182.36,236.48,62.96,59.8,eia.gov,false,
2024-01-09 04:00:00,USA,Pacificorp West,US-NW-PACW,183.66,237.59,62.69,59.64,eia.gov,false,
2024-01-09 05:00:00,USA,Pacificorp West,US-NW-PACW,185.45,239.43,62.2,59.4,eia.gov,false,
2024-01-09 06:00:00,USA,Pacificorp West,US-NW-PACW,170.59,221.97,64.73,61.97,eia.gov,false,
2024-01-09 07:00:00,USA,Pacificorp West,US-NW-PACW,160.01,209.57,66.5,63.48,eia.gov,false,
2024-01-09 08:00:00,USA,Pacificorp West,US-NW-PACW,150.49,199.0,67.84,65.04,eia.gov,false,
2024-01-09 09:00:00,USA,Pacificorp West,US-NW-PACW,142.23,189.5,69.13,66.27,eia.gov,false,
2024-01-09 10:00:00,USA,Pacificorp West,US-NW-PACW,165.4,218.13,63.86,61.58,eia.gov,false,
2024-01-09 11:00:00,USA,Pacificorp West,US-NW-PACW,163.4,214.69,65.03,62.68,eia.gov,false,
2024-01-09 12:00:00,USA,Pacificorp West,US-NW-PACW,160.69,211.93,65.58,62.62,eia.gov,false,
2024-01-09 13:00:00,USA,Pacificorp West,US-NW-PACW,129.61,175.43,71.42,67.9,eia.gov,false,
2024-01-09 14:00:00,USA,Pacificorp West,US-NW-PACW,111.39,153.9,75.11,71.4,eia.gov,false,
2024-01-09 15:00:00,USA,Pacificorp West,US-NW-PACW,127.62,172.14,72.72,69.3,eia.gov,false,
2024-01-09 16:00:00,USA,Pacificorp West,US-NW-PACW,141.21,187.26,70.56,67.05,eia.gov,false,
2024-01-09 17:00:00,USA,Pacificorp West,US-NW-PACW,140.34,186.67,70.37,66.54,eia.gov,false,
2024-01-09 18:00:00,USA,Pacificorp West,US-NW-PACW,139.54,185.32,70.78,67.25,eia.gov,false,
2024-01-09 19:00:00,USA,Pacificorp West,US-NW-PACW,141.59,187.85,70.25,66.72,eia.gov,false,
2024-01-09 20:00:00,USA,Pacificorp West,US-NW-PACW,137.64,184.06,70.56,66.63,eia.gov,false,
2024-01-09 21:00:00,USA,Pacificorp West,US-NW-PACW,144.36,191.8,69.38,65.64,eia.gov,false,
2024-01-09 22:00:00,USA,Pacificorp West,US-NW-PACW,152.5,201.56,67.77,63.93,eia.gov,false,
2024-01-09 23:00:00,USA,Pacificorp West,US-NW-PACW,157.46,207.53,66.92,62.61,eia.gov,false,
2024-01-10 00:00:00,USA,Pacificorp West,US-NW-PACW,138.51,185.99,70.29,66.17,eia.gov,false,
2024-01-10 01:00:00,USA,Pacificorp West,US-NW-PACW,134.86,181.63,71.15,67.18,eia.gov,false,
2024-01-10 02:00:00,USA,Pacificorp West,US-NW-PACW,134.9,181.95,70.96,66.95,eia.gov,false,
2024-01-10 03:00:00,USA,Pacificorp West,US-NW-PACW,142.87,190.85,69.71,65.69,eia.gov,false,
2024-01-10 04:00:00,USA,Pacificorp West,US-NW-PACW,161.09,211.58,66.57,62.65,eia.gov,false,
2024-01-10 05:00:00,USA,Pacificorp West,US-NW-PACW,175.65,228.03,64.01,60.22,eia.gov,false,
2024-01-10 06:00:00,USA,Pacificorp West,US-NW-PACW,192.31,247.79,60.73,57.22,eia.gov,false,
2024-01-10 07:00:00,USA,Pacificorp West,US-NW-PACW,210.29,269.0,57.28,54.06,eia.gov,false,
2024-01-10 08:00:00,USA,Pacificorp West,US-NW-PACW,228.14,289.46,54.1,50.82,eia.gov,false,
2024-01-10 09:00:00,USA,Pacificorp West,US-NW-PACW,219.88,279.47,55.89,52.19,eia.gov,false,
2024-01-10 10:00:00,USA,Pacificorp West,US-NW-PACW,207.6,263.95,58.72,54.59,eia.gov,false,
2024-01-10 11:00:00,USA,Pacificorp West,US-NW-PACW,200.55,257.14,59.15,54.99,eia.gov,false,
2024-01-10 12:00:00,USA,Pacificorp West,US-NW-PACW,176.53,229.53,63.36,58.37,eia.gov,false,
2024-01-10 13:00:00,USA,Pacificorp West,US-NW-PACW,153.8,203.79,67.23,61.95,eia.gov,false,
2024-01-10 14:00:00,USA,Pacificorp West,US-NW-PACW,143.28,192.21,69.04,63.92,eia.gov,false,
2024-01-10 15:00:00,USA,Pacificorp West,US-NW-PACW,160.0,210.12,67.08,62.53,eia.gov,false,
2024-01-10 16:00:00,USA,Pacificorp West,US-NW-PACW,171.36,223.06,65.16,60.5,eia.gov,false,
2024-01-10 17:00:00,USA,Pacificorp West,US-NW-PACW,179.75,233.22,63.33,58.33,eia.gov,false,
2024-01-10 18:00:00,USA,Pacificorp West,US-NW-PACW,187.51,242.02,62.08,57.41,eia.gov,false,
2024-01-10 19:00:00,USA,Pacificorp West,US-NW-PACW,195.88,251.23,60.64,56.23,eia.gov,false,
2024-01-10 20:00:00,USA,Pacificorp West,US-NW-PACW,201.75,258.37,59.33,55.0,eia.gov,false,
2024-01-10 21:00:00,USA,Pacificorp West,US-NW-PACW,198.16,254.72,59.85,55.81,eia.gov,false,
2024-01-10 22:00:00,USA,Pacificorp West,US-NW-PACW,195.22,251.47,60.2,55.86,eia.gov,false,
